43.14421,-3.27031
43.0206,-4.762336
43.47386,-3.916176
43.259260,-4.643854
43.213900,-4.712004
43.4067,-3.319836
43.23575,-3.601917
43.27572,-3.655972
43.327275,-4.385333
43.30756,-3.517188
43.252207,-3.444523
43.432614,-3.847799
43.421036,-3.857900
43.457930,-3.733280
43.4399,-4.033666
43.16028,-3.777875
43.244238,-4.560375
43.194732,-3.507469
43.230616,-4.045063
43.297108,-3.964952
43.23148,-4.047526
43.48101,-3.83587
43.28311,-3.780056
43.18483,-3.714504
43.259205,-3.920389
43.25829,-3.917077
43.405112,-3.336657
43.443214,-4.043165
43.472820,-3.911092
42.915090,-5.095067
43.29039,-4.062128
43.18237,-4.598864
43.40945,-3.341749
43.182390,-4.598848
43.19932,-4.698199
43.151164,-4.813099
43.28113,-4.583771
43.25884,-4.62853
43.48823,-3.785631
43.38494,-3.235556
43.20228,-3.59975
43.325464,-4.178010
43.355581,-3.429650
43.176140,-4.834166
43.483510,-3.784376
43.216379,-3.614065
43.182390,-4.598848
43.396443,-3.229241
43.259190,-4.293689
43.216 ,-4.264389
43.17619,-4.801417
43.216 ,-4.264389
43.49837,-3.611905
43.31411,-3.150417
43.05066,-4.058423
43.17747,-4.802278
43.22768,-3.7029
43.45153,-3.426163
43.25792,-3.738444
43.32793,-3.957261
43.425695,-4.097796
43.405288,-3.343629
43.34307,-3.23340
43.39931,-3.61785
43.40343,-3.33641
43.40996,-3.34553
43.249064,-4.573355
43.45153,-3.426163
43.25735,-4.666146
43.39442,-4.439947
43.24446,-3.450992
43.30414,-3.177806
43.14361,-4.787583
43.15161,-4.820278
43.145824,-3.722546
43.45153,-3.426163
43.45153,-3.426163
43.40094,-4.35583
43.164296,-4.773181
43.16710,-4.79604
43.197582,-3.488150
43.441757,-4.022430
43.257124,-4.668308
43.090221,-4.402959
43.396937,-3.651331
43.182390,-4.598848
43.49273,-3.530924
43.48027,-3.67432
43.01608,-4.377436
43.41411,-3.336517
43.41411,-3.336517
43.36799,-3.229884
43.27241,-3.660984
43.238612,-3.433617
43.238612,-3.433617
43.440936,-3.944082
43.17097,-3.66080
43.142140,-4.262351
43.256200,-4.408726
43.21615,-3.934729
43.21615,-3.934729
43.25625,-4.408726
43.14029,-3.721332
43.14029,-3.721332
43.14033,-3.718884
43.39378,-3.083284
43.37865,-3.192442
43.23454,-3.5658
43.201561,-3.562500
43.39959,-4.198926
43.155515,-4.216581
43.39765,-3.304724
43.245323,-3.452211
43.224956,-4.599340
43.36466,-3.304208
43.23011,-4.563146
43.16919,-4.81532
43.48952,-3.678817
43.15607,-4.80386
43.25932,-4.630749
43.45147,-3.427196
43.435153,-4.039182
43.435153,-4.039182
43.452976,-4.023268
43.279611,-3.461096
43.147560,-4.181665
43.419528,-3.439164
43.44288,-3.967881
43.47553,-3.882897
43.285441,-4.437145
42.920296,-4.091908
43.43951,-3.61756
43.451388,-3.425589
43.182390,-4.598848
43.451388,-3.425589
42.805401,-3.945976
43.435153,-4.039182
43.377053,-3.919980
43.16906,-4.82485
43.374627,-3.234995
43.18713,-4.294244
43.492835,-3.804179
43.164378,-4.837226
43.28287,-3.61607
43.451388,-3.425589
43.023769,-4.351069
43.345878,-3.417764
43.170700,-4.600627
43.192607,-4.054105
42.80539,-3.946049
43.382862,-3.209311
43.150211,-3.653593
43.440913,-3.943964
43.430749,-4.035565
43.494137,-3.518277
43.4045.0,-4.8027600  
43.478071,-3.786505
43.405116,-3.343285
43.024861,-4.375152
43.2473,-3.558688
43.393248,-4.230357
43.063602,-4.232550
